Review,Review_Bersih,Review_bersih_joined,Aspek_Kategori,ganti,Sentimen,Label_Aspek,Label_Sen,Review_Bersih_NEG
"Sayang disayang pada saat bersamaan, tampak gunung merapi tidak terlihat jelas karena tertutup awan.",sayang disayang pada saat bersamaan tampak gunung merapi tidak terlihat jelas karena tertutup awan,sayang disayang pada saat bersamaan tampak gunung merapi tidak_terlihat jelas karena tertutup awan,serbaneka,negatif,negatif,4,0,sayang disayang pada saat bersamaan tampak gunung merapi tidak NEG_terlihat jelas karena tertutup awan
Terimakasih semua.,terimakasih semua,terimakasih semua,serbaneka,positif,positif,4,1,terimakasih semua
Terimakasih merapi yg sedang ramah,terimakasih merapi yang sedang ramah,terimakasih merapi yang sedang ramah,serbaneka,positif,positif,4,1,terimakasih merapi yang sedang ramah
"Belum sampai ke lokasi gunung merapi, kita sudah disuguhi banyak pemandangan indah di kiri dan kanan.",belum sampai lokasi gunung merapi kita sudah disuguhi banyak pemandangan indah kiri kanan,belum sampai lokasi gunung merapi kita sudah disuguhi banyak pemandangan indah kiri kanan,lokasi,positif,positif,2,1,belum lokasi gunung merapi kita sudah disuguhi banyak pemandangan indah kiri kanan
"Karena lokasinya agak terjal, sebaiknya selalu berhati-hati saat naik ke lokasi kaki gunung.",karena lokasinya agak terjal sebaiknya selalu berhati hati saat naik lokasi kaki gunung,karena lokasinya agak terjal sebaiknya selalu berhati hati saat naik lokasi kaki gunung,lokasi,positif,netral,2,1,karena lokasinya agak terjal sebaiknya selalu berhati hati saat naik lokasi kaki gunung
"Saat saya mengunjungi tempat ini, keadaannya sudah cukup membaik, meskipun sisa-sisa lahar yang telah menyapu desa masih lekat dari ingatan.",saat saya mengunjungi tempat keadaannya sudah cukup membaik meskipun sisa sisa lahar yang telah menyapu desa masih lekat dari ingatan,saat saya mengunjungi tempat keadaannya sudah cukup membaik meskipun sisa sisa lahar yang telah menyapu desa masih lekat dari ingatan,lokasi,positif,netral,2,1,saat saya mengunjungi tempat keadaannya sudah cukup membaik meskipun sisa sisa lahar yang telah menyapu desa masih lekat dari ingatan
kami hanya menaiki kereta odong-odong untuk menikmati pemandangan di sekitar kaki gunung merapi.,kami hanya menaiki kereta odong odong untuk menikmati pemandangan sekitar kaki gunung merapi,kami hanya menaiki kereta odong odong untuk menikmati pemandangan sekitar kaki gunung merapi,fasilitas,positif,netral,1,1,kami hanya menaiki kereta odong odong untuk menikmati pemandangan sekitar kaki gunung merapi
banyak penjual bakso juga yang cukup enak disana.,banyak penjual bakso juga yang cukup enak disana,banyak penjual bakso juga yang cukup enak disana,fasilitas,positif,positif,1,1,banyak penjual bakso juga yang cukup enak disana
"Bila anda penggemar alam, jangan lewatkan untuk melakukan kunjungan ke wisata vulkanik gunung merapi jogja,suasana alam yang sangat indah dan sejuk.",bila anda penggemar alam jangan lewatkan untuk melakukan kunjungan wisata vulkanik gunung merapi jogja suasana alam yang sangat indah sejuk,bila anda penggemar alam jangan lewatkan untuk melakukan kunjungan wisata vulkanik gunung merapi jogja suasana alam yang sangat indah sejuk,suasana,positif,positif,3,1,bila anda penggemar alam jangan lewatkan untuk melakukan kunjungan wisata vulkanik gunung merapi jogja suasana alam yang sangat indah sejuk
dan akan terlihat sisa sisa letusan gunung teraktif di dunia ini.,akan terlihat sisa sisa letusan gunung teraktif dunia,akan terlihat sisa sisa letusan gunung teraktif dunia,lokasi,positif,netral,2,1,akan terlihat sisa sisa letusan gunung teraktif dunia
ada pemandu yang akan mengantar perjalanan menuju puncak dengan menyewa jeap yang sudah disiapkan oleh pemandu dngan membayar Rp. 250000 untuk sekali tour.,pemandu yang akan mengantar perjalanan menuju puncak dengan menyewa jeap yang sudah disiapkan oleh pemandu dngan membayar rupiah untuk sekali wisata,pemandu yang akan mengantar perjalanan menuju puncak dengan menyewa jeap yang sudah disiapkan oleh pemandu dngan membayar rupiah untuk sekali wisata,fasilitas,positif,netral,1,1,pemandu yang akan mengantar perjalanan menuju puncak dengan menyewa jeap yang sudah disiapkan oleh pemandu dngan membayar rupiah untuk sekali wisata
Nyaman.,nyaman,nyaman,suasana,positif,netral,3,1,
Sejuk.,sejuk,sejuk,suasana,positif,positif,3,1,
Tenang dan Damai di sini.,tenang damai sini,tenang damai sini,suasana,positif,positif,3,1,tenang damai sini
"Awal nya kami bingung mau kemana , lalu kami coba searching di internet dan kami sampailah di hutan Pinus ini, sungguh alam yang keren , cocok untuk ber foto foto ria.",awal kami bingung kemana lalu kami coba searching internet kami sampailah hutan pinus sungguh alam yang keren cocok untuk foto foto,awal kami bingung kemana lalu kami coba searching internet kami sampailah hutan pinus sungguh alam yang keren cocok untuk foto foto,lokasi,positif,positif,2,1,awal kami bingung kemana lalu kami coba searching internet kami sampailah hutan pinus sungguh alam yang keren cocok untuk foto foto
sejuk udara nya,sejuk udara,sejuk udara,suasana,positif,positif,3,1,sejuk udara
Hutan pinus ini sangat bagus untuk melepas penat dari kota Jogja,hutan pinus sangat bagus untuk melepas penat dari kota jogja,hutan pinus sangat bagus untuk melepas penat dari kota jogja,suasana,positif,positif,3,1,hutan pinus sangat bagus untuk melepas penat dari kota jogja
 banyak digunakan sebagai spot berfoto dan piknik bersama keluarga,banyak digunakan sebagai titik berfoto piknik bersama keluarga,banyak digunakan sebagai titik berfoto piknik bersama keluarga,lokasi,positif,positif,2,1,banyak digunakan sebagai titik berfoto piknik bersama keluarga
Tempat yg bagus bt foto dan rilex.,tempat yang bagus buat foto relaks,tempat yang bagus buat foto relaks,lokasi,positif,positif,2,1,tempat yang bagus buat foto relaks
Adem dan unik.,adem unik,adem unik,suasana,positif,positif,3,1,adem unik
Byk spot bagus utk foto bersama teman atau pasangan.,banyak titik bagus untuk foto bersama teman atau pasangan,banyak titik bagus untuk foto bersama teman atau pasangan,lokasi,positif,positif,2,1,banyak titik bagus untuk foto bersama teman atau pasangan
Lokasi yg diatas bukit dan punya view bagus jg cukup bagus dikelola.,lokasi yang diatas bukit punya pemandangan bagus juga cukup bagus dikelola,lokasi yang diatas bukit punya pemandangan bagus juga cukup bagus dikelola,lokasi,positif,positif,2,1,lokasi yang diatas bukit punya pemandangan bagus juga cukup bagus dikelola
Jalanan menuju kesini penuh perjuangan liku-liku sebaiknya kalau kemari pagi jangan terlalu siang karna panas tapi sediakan topi saja kl kemari supaya tidak panas,jalanan menuju kesini penuh perjuangan liku liku sebaiknya kalau kemari pagi jangan terlalu siang karena panas tapi sediakan topi saja kalau kemari supaya tidak panas,jalanan menuju kesini penuh perjuangan liku liku sebaiknya kalau kemari pagi jangan terlalu siang karena panas tapi sediakan topi saja kalau kemari supaya tidak_panas,serbaneka,positif,netral,4,1,jalanan menuju kesini penuh perjuangan liku liku sebaiknya kalau kemari pagi jangan terlalu siang karena panas tapi sediakan topi saja kalau kemari supaya tidak NEG_panas 
Tempat ini menawarkan banyak spot bagi pecinta instagram.,tempat menawarkan banyak titik bagi pecinta instagram,tempat menawarkan banyak titik bagi pecinta instagram,lokasi,positif,positif,2,1,tempat menawarkan banyak titik bagi pecinta instagram
Tidak lupa selalu bawa hammock.,tidak lupa selalu bawa hammock,tidak_lupa selalu bawa hammock,serbaneka,positif,netral,4,1,tidak NEG_lupa selalu bawa hammock
Tempat bersantai euyyyy,tempat bersantai,tempat bersantai,lokasi,positif,netral,2,1,tempat bersantai
"Gunungkidul saat ini terkenal banyak destinasi wisata baru, dari laut hingga tempat pemandangan yang bagus, salah satunya adalah Hutan pinus Pengger, satu jalur dengan sederetan hutan pinus yang lain seperti pintu langit, becici, mangunan, dan banyak lagi.",gunungkidul saat terkenal banyak destinasi wisata baru dari laut hingga tempat pemandangan yang bagus salah satunya adalah hutan pinus pengger satu jalur dengan sederetan hutan pinus yang lain seperti pintu langit becici mangunan banyak lagi,gunungkidul saat terkenal banyak destinasi wisata baru dari laut hingga tempat pemandangan yang bagus salah satunya adalah hutan pinus pengger satu jalur dengan sederetan hutan pinus yang lain seperti pintu langit becici mangunan banyak lagi,serbaneka,positif,positif,4,1,gunungkidul saat terkenal banyak destinasi wisata baru dari laut hingga tempat pemandangan yang bagus salah satunya adalah hutan pinus pengger satu jalur dengan sederetan hutan pinus yang lain seperti pintu langit becici mangunan banyak lagi
"Hutan Pinus Pengger ini hutan wisata yang letaknya lebih tinggi karena di atas bukit< ketika kita disini maka harus kuat berjalan menanjak dan jaga stamina, lumayan tinggi.",hutan pinus pengger hutan wisata yang letaknya lebih tinggi karena atas bukit ketika kita disini maka harus kuat berjalan menanjak jaga stamina lumayan tinggi,hutan pinus pengger hutan wisata yang letaknya lebih tinggi karena atas bukit ketika kita disini maka harus kuat berjalan menanjak jaga stamina lumayan tinggi,lokasi,positif,netral,2,1,hutan pinus pengger hutan wisata yang letaknya lebih tinggi karena atas bukit ketika kita disini maka harus kuat berjalan menanjak jaga stamina lumayan tinggi
"sarana dan prasarana sangat memadai, bahkan salah satu rumah makananya ada yang menyediakan live musik.",sarana prasarana sangat memadai bahkan salah satu rumah makananya yang menyediakan live musik,sarana prasarana sangat memadai bahkan salah satu rumah makananya yang menyediakan live musik,fasilitas,positif,positif,1,1,sarana prasarana sangat memadai bahkan salah satu rumah makananya yang menyediakan live musik
tempat refreshing yang asik.,tempat refreshing yang asyik,tempat refreshing yang asyik,suasana,positif,positif,3,1,tempat refreshing yang asyik
Tempat nya keren.,tempat keren,tempat keren,lokasi,positif,positif,2,1,tempat keren
spot foto ok. .,titik foto,titik foto,lokasi,positif,positif,2,1,titik foto
lebih baik sih datang nya jgn pas hari libur.,lebih baik datang jangan hari libur,lebih baik datang jangan hari libur,serbaneka,positif,netral,4,1,lebih baik datang jangan hari libur
bisa stress kalau nunggu untuk foto foto.,bisa stres kalau menunggu untuk foto foto,bisa stres kalau menunggu untuk foto foto,serbaneka,negatif,negatif,4,0,bisa stres kalau menunggu untuk foto foto
Hutan Pinus terletak di daerah Imogiri sekitar 40 km dari Garuda Home stay ke arah selatan merupakan obyek pemandangan alam yang indah .,hutan pinus terletak daerah imogiri sekitar kamu dari garuda home tinggal arah selatan merupakan obyek pemandangan alam yang indah,hutan pinus terletak daerah imogiri sekitar kamu dari garuda home tinggal arah selatan merupakan obyek pemandangan alam yang indah,lokasi,positif,positif,2,1,hutan pinus terletak daerah imogiri sekitar kamu dari garuda home tinggal arah selatan merupakan obyek pemandangan alam yang indah
bagus juga untuk foto sesi prewedding outdoor.,bagus juga untuk foto sesi pranikah di luar,bagus juga untuk foto sesi pranikah di luar,serbaneka,positif,positif,4,1,bagus juga untuk foto sesi pranikah di luar
"tak ketinggalan orang no 1 di Amerika yaitu beliau Presiden Obama sempat berkunjung ke Jogja, mengunjungi d hutan Pinus.",tidak ketinggalan orang nomor amerika yaitu beliau presiden obama sempat berkunjung jogja mengunjungi hutan pinus,tidak_ketinggalan orang nomor amerika yaitu beliau presiden obama sempat berkunjung jogja mengunjungi hutan pinus,serbaneka,positif,positif,4,1,tidak NEG_ketinggalan orang nomor amerika yaitu beliau presiden obama sempat berkunjung jogja mengunjungi hutan pinus
mencari suasana yang lain di jogja ?,mencari suasana yang lain jogja,mencari suasana yang lain jogja,serbaneka,positif,netral,4,1,mencari suasana yang lain jogja
"Disini suasananya berbeda dengan di kota , sangat sejuk , segar dan dingin .",disini suasananya berbeda dengan kota sangat sejuk segar dingin,disini suasananya berbeda dengan kota sangat sejuk segar dingin,suasana,positif,positif,3,1,disini suasananya berbeda dengan kota sangat sejuk segar dingin
harga tiket masuk juga sangat ekonomis,harga tiket masuk juga sangat ekonomis,harga tiket masuk juga sangat ekonomis,serbaneka,positif,positif,4,1,harga tiket masuk juga sangat ekonomis
tempat yang asik untuk berfoto ataupun sedikit menenangkan diri dari sibuk nya kota yogyakarta,tempat yang asyik untuk berfoto ataupun sedikit menenangkan diri dari sibuk kota yogyakarta,tempat yang asyik untuk berfoto ataupun sedikit menenangkan diri dari sibuk kota yogyakarta,lokasi,positif,positif,2,1,tempat yang asyik untuk berfoto ataupun sedikit menenangkan diri dari sibuk kota yogyakarta
Pada saat kami berada di Yogyakarta tak lupa kami sekeluarga menyempatkan diri untuk berwisata di Alam Pinus Pengger.,pada saat kami berada yogyakarta tidak lupa kami sekeluarga menyempatkan diri untuk berwisata alam pinus pengger,pada saat kami berada yogyakarta tidak_lupa kami sekeluarga menyempatkan diri untuk berwisata alam pinus pengger,serbaneka,positif,netral,4,1,pada saat kami berada yogyakarta tidak NEG_lupa kami sekeluarga menyempatkan diri untuk berwisata alam pinus pengger
Di sana kami sekeluarga sangat Menikmati serta Takjub akan Keindahan dan Kesejukan alamnya,sana kami sekeluarga sangat menikmati serta takjub akan keindahan kesejukan alamnya,sana kami sekeluarga sangat menikmati serta takjub akan keindahan kesejukan alamnya,suasana,positif,positif,3,1,sana kami sekeluarga sangat menikmati serta takjub akan keindahan kesejukan alamnya
Sebuah destinasi wisata alam yang cocok sekali untuk Berselfi ria,sebuah destinasi wisata alam yang cocok sekali untuk berselfi,sebuah destinasi wisata alam yang cocok sekali untuk berselfi,lokasi,positif,positif,2,1,sebuah destinasi wisata alam yang cocok sekali untuk berselfi
cocok juga sebagai tempat untuk mencari ketenangan.,cocok juga sebagai tempat untuk mencari ketenangan,cocok juga sebagai tempat untuk mencari ketenangan,suasana,positif,positif,3,1,cocok juga sebagai tempat untuk mencari ketenangan
Tak henti-hentinya pula kami mengucapkan puji syukur atas kenikmatan yang telah diberikan oleh Sang Pencipta Alam Semesta.,tidak henti hentinya pula kami mengucapkan puji syukur atas kenikmatan yang telah diberikan oleh sang pencipta alam semesta,tidak_henti hentinya pula kami mengucapkan puji syukur atas kenikmatan yang telah diberikan oleh sang pencipta alam semesta,serbaneka,positif,positif,4,1,tidak NEG_henti hentinya pula kami mengucapkan puji syukur atas kenikmatan yang telah diberikan oleh sang pencipta alam semesta
"Jika ingin mendapatkan suasana yang paling pas, menurut saya ada di jelang senja.",jika ingin mendapatkan suasana yang paling menurut saya jelang senja,jika ingin mendapatkan suasana yang paling menurut saya jelang senja,suasana,positif,netral,3,1,jika ingin mendapatkan suasana yang paling menurut saya jelang senja
"Suasana teduh, sepanjang tidak mendung atau hujan, langitnya mendukung untuk mendapatkan warna sempurna untuk di foto.",suasana teduh sepanjang tidak mendung atau hujan langitnya mendukung untuk mendapatkan warna sempurna untuk foto,suasana teduh sepanjang tidak_mendung atau hujan langitnya mendukung untuk mendapatkan warna sempurna untuk foto,suasana,positif,positif,3,1,suasana teduh sepanjang tidak NEG_mendung atau hujan langitnya mendukung untuk mendapatkan warna sempurna untuk foto
