,Review,Sentimen,Aspek_Kategori,classified,Label_Aspek,Label_Sen,Review_Bersih,review_stemmed
868,lebih baik sih datang nya jgn pas hari libur.,netral,serbaneka,serbaneka,4,0,lebih baik datang jangan hari libur,lebih baik datang jangan hari libur
869,bisa stress kalau nunggu untuk foto foto.,negatif,serbaneka,serbaneka,4,2,bisa stres kalau menunggu untuk foto foto,bisa stres kalau tunggu untuk foto foto
870,Hutan Pinus terletak di daerah Imogiri sekitar 40 km dari Garuda Home stay ke arah selatan merupakan obyek pemandangan alam yang indah .,positif,lokasi,lokasi,2,1,hutan pinus terletak daerah imogiri sekitar kamu dari garuda home tinggal arah selatan merupakan obyek pemandangan alam yang indah,hutan pinus letak daerah imogiri sekitar kamu dari garuda home tinggal arah selatan rupa obyek pandang alam yang indah
871,bagus juga untuk foto sesi prewedding outdoor.,positif,serbaneka,serbaneka,4,1,bagus juga untuk foto sesi pranikah di luar,bagus juga untuk foto sesi pranikah di luar
872,"tak ketinggalan orang no 1 di Amerika yaitu beliau Presiden Obama sempat berkunjung ke Jogja, mengunjungi d hutan Pinus.",positif,serbaneka,serbaneka,4,1,tidak_ketinggalan orang nomor amerika yaitu beliau presiden obama sempat berkunjung jogja mengunjungi hutan pinus,tidak tinggal orang nomor amerika yaitu beliau presiden obama sempat kunjung jogja unjung hutan pinus
873,mencari suasana yang lain di jogja ?,netral,serbaneka,serbaneka,4,0,mencari suasana yang lain jogja,cari suasana yang lain jogja
874,"Disini suasananya berbeda dengan di kota , sangat sejuk , segar dan dingin .",positif,suasana,suasana,3,1,disini suasananya berbeda dengan kota sangat sejuk segar dingin,sini suasana beda dengan kota sangat sejuk segar dingin
875,harga tiket masuk juga sangat ekonomis,positif,serbaneka,serbaneka,4,1,harga tiket masuk juga sangat ekonomis,harga tiket masuk juga sangat ekonomis
876,tempat yang asik untuk berfoto ataupun sedikit menenangkan diri dari sibuk nya kota yogyakarta,positif,lokasi,lokasi,2,1,tempat yang asyik untuk berfoto ataupun sedikit menenangkan diri dari sibuk kota yogyakarta,tempat yang asyik untuk foto atau sedikit tenang diri dari sibuk kota yogyakarta
877,Pada saat kami berada di Yogyakarta tak lupa kami sekeluarga menyempatkan diri untuk berwisata di Alam Pinus Pengger.,netral,serbaneka,serbaneka,4,0,pada saat kami berada yogyakarta tidak_lupa kami sekeluarga menyempatkan diri untuk berwisata alam pinus pengger,pada saat kami ada yogyakarta tidak lupa kami keluarga sempat diri untuk wisata alam pinus pengger
878,Di sana kami sekeluarga sangat Menikmati serta Takjub akan Keindahan dan Kesejukan alamnya,positif,suasana,suasana,3,1,sana kami sekeluarga sangat menikmati serta takjub akan keindahan kesejukan alamnya,sana kami keluarga sangat nikmat serta takjub akan indah sejuk alam
879,Sebuah destinasi wisata alam yang cocok sekali untuk Berselfi ria,positif,lokasi,lokasi,2,1,sebuah destinasi wisata alam yang cocok sekali untuk berselfi,buah destinasi wisata alam yang cocok sekali untuk berselfi
880,cocok juga sebagai tempat untuk mencari ketenangan.,positif,suasana,suasana,3,1,cocok juga sebagai tempat untuk mencari ketenangan,cocok juga bagai tempat untuk cari tenang
881,Tak henti-hentinya pula kami mengucapkan puji syukur atas kenikmatan yang telah diberikan oleh Sang Pencipta Alam Semesta.,positif,serbaneka,serbaneka,4,1,tidak_henti hentinya pula kami mengucapkan puji syukur atas kenikmatan yang telah diberikan oleh sang pencipta alam semesta,tidak henti henti pula kami ucap puji syukur atas nikmat yang telah beri oleh sang cipta alam semesta
882,"Jika ingin mendapatkan suasana yang paling pas, menurut saya ada di jelang senja.",netral,suasana,suasana,3,0,jika ingin mendapatkan suasana yang paling menurut saya jelang senja,jika ingin dapat suasana yang paling turut saya jelang senja
883,"Suasana teduh, sepanjang tidak mendung atau hujan, langitnya mendukung untuk mendapatkan warna sempurna untuk di foto.",positif,suasana,suasana,3,1,suasana teduh sepanjang tidak_mendung atau hujan langitnya mendukung untuk mendapatkan warna sempurna untuk foto,suasana teduh panjang tidak mendung atau hujan langit dukung untuk dapat warna sempurna untuk foto
884,Ke hutan pinus pengger emang cocok di malem hari.,positif,suasana,suasana,3,1,hutan pinus pengger memang cocok malam hari,hutan pinus pengger memang cocok malam hari
885,Keren bangged Jogja dari atas :) ,positif,lokasi,lokasi,2,1,keren sekali jogja dari atas,keren sekali jogja dari atas
886,Ada 4 spot yang jadi primadona disini.,netral,lokasi,lokasi,2,0,titik yang jadi primadona disini,titik yang jadi primadona sini
887,Tidak dikenakan biaya tambahan untuk kamera SLR.,netral,fasilitas,fasilitas,1,0,tidak_dikenakan biaya tambahan untuk kamera,tidak kena biaya tambah untuk kamera
888,Karena memang buat nge-capture kelap kelip Jogja musti pake SLR.,netral,fasilitas,fasilitas,1,0,karena memang buat capture kelap kelip jogja mesti pakai,karena memang buat capture kelap kelip jogja mesti pakai
889,"Tapi, jangan khawatir buat yang ga bawa SLR, di setiap spot itu ada team photograpernya sendiri.",netral,fasilitas,fasilitas,1,0,tapi jangan khawatir buat yang tidak_bawa setiap titik team photograpernya sendiri,tapi jangan khawatir buat yang tidak bawa tiap titik team photograpernya sendiri
890,"Cukup ambil nomor antrian dan bayar 4ribu per potonya, kita udah bawa kenang2an dari Pengger.",netral,fasilitas,fasilitas,1,0,cukup ambil nomor antrian bayar ribu potonya kita sudah bawa kenangan dari pengger,cukup ambil nomor antri bayar ribu potonya kita sudah bawa kenang dari pengger
891,Poto dalam bentuk soft copy yaa .,netral,fasilitas,fasilitas,1,0,poto dalam bentuk soft copy,poto dalam bentuk soft copy
892,Sediakan memori khusus di HP atau USB buat simpen filenya.,netral,serbaneka,serbaneka,4,0,sediakan memori khusus atau buat simpen filenya,sedia memori khusus atau buat simpen filenya
893,"Trus, buat yang nyari makan .",netral,fasilitas,fasilitas,1,0,terus buat yang mencari makan,terus buat yang cari makan
894,Disana tuh banyak bangged warung makan .,netral,fasilitas,fasilitas,1,0,disana banyak sekali warung makan,sana banyak sekali warung makan
895,Harga masih murah bangged.,positif,fasilitas,fasilitas,1,1,harga masih murah sekali,harga masih murah sekali
896,Sambil makan kita bisa selonjoran di tiker yang mereka sediain dan menikmati Malam.,positif,fasilitas,fasilitas,1,1,sambil makan kita bisa selonjoran tiker yang mereka sediain menikmati malam,sambil makan kita bisa selonjor tiker yang mereka ain nikmat malam
897,Seru abis!,positif,serbaneka,serbaneka,4,1,seru habis,seru habis
898,Cocok untuk liburan keluarga dan anak - anak.,positif,serbaneka,serbaneka,4,1,cocok untuk liburan keluarga anak anak,cocok untuk libur keluarga anak anak
899,Untuk menuju ke sini pastikan kendaraan dalam kondisi bagus karena jalanan sangat menanjak dan berkelok - kelok.,netral,lokasi,lokasi,2,0,untuk menuju sini pastikan kendaraan dalam kondisi bagus karena jalanan sangat menanjak berkelok kelok,untuk tuju sini pasti kendara dalam kondisi bagus karena jalan sangat tanjak kelok kelok
900,"Ada banyak spot foto bagus dan bisa juga digunakan untuk photoshoot, tapi pastikan ijin ke pengelola terlebih dahulu ya jika ingin melakukan photoshoot.",positif,lokasi,lokasi,2,1,banyak titik foto bagus bisa juga digunakan untuk photoshoot tapi pastikan ijin pengelola terlebih dahulu jika ingin melakukan photoshoot,banyak titik foto bagus bisa juga guna untuk photoshoot tapi pasti ijin kelola lebih dahulu jika ingin laku photoshoot
901,"Di sana juga sudah ada warung - warung yang menjajakan makanan dan minuman, jadi tak terlu khawatir tentang logistik.",positif,fasilitas,fasilitas,1,1,sana juga sudah warung warung yang menjajakan makanan minuman jadi tidak_terlu khawatir tentang logistik,sana juga sudah warung warung yang jaja makan minum jadi tidak terlu khawatir tentang logistik
902,"Tempat yang bagus, hutan pinus yang menjulang tinggi, banyak spot foto yang bisa diambil, bersih, dan sejuk.",positif,suasana,suasana,3,1,tempat yang bagus hutan pinus yang menjulang tinggi banyak titik foto yang bisa diambil bersih sejuk,tempat yang bagus hutan pinus yang julang tinggi banyak titik foto yang bisa ambil bersih sejuk
903,"sekalipun tempat ini sangat artistik dengan banyak instalasi seni, namun instalasi yang dibangun masih sangat alami dan justru sangat mendukung kealamian hutan ini.",positif,lokasi,lokasi,2,1,sekalipun tempat sangat artistik dengan banyak instalasi seni namun instalasi yang dibangun masih sangat alami justru sangat mendukung kealamian hutan,sekalipun tempat sangat artistik dengan banyak instalasi seni namun instalasi yang bangun masih sangat alami justru sangat dukung alami hutan
904,"datanglah di pagi hari, kabut disini sangat indah.",positif,lokasi,serbaneka,2,1,datanglah pagi hari kabut disini sangat indah,datang pagi hari kabut sini sangat indah
905,jangan lupa berfoto!,netral,serbaneka,serbaneka,4,0,jangan lupa berfoto,jangan lupa foto
906,5 jam perjalanan naik mobil dari pusat kota Jogja.,netral,serbaneka,serbaneka,4,0,perjalanan naik mobil dari pusat kota jogja,jalan naik mobil dari pusat kota jogja
907,"pas sampe disana, suasana pinusnya itu mbuat hati adem.",positif,suasana,suasana,3,1,sampai disana suasana pinusnya mbuat hati adem,sampai sana suasana pinus mbuat hati adem
908,"Masih sedikit area foto2 sih, tapi banyak area untuk duduk2 dan merenung.",netral,lokasi,lokasi,2,0,masih sedikit area foto foto tapi banyak area untuk duduk duduk merenung,masih sedikit area foto foto tapi banyak area untuk duduk duduk renung
909,Ada beberapa spot yg bikin kita pingin foto2 terus loh disitu.,positif,lokasi,lokasi,2,1,beberapa titik yang membuat kita ingin foto foto terus disitu,beberapa titik yang buat kita ingin foto foto terus situ
910,dan cukup menantang untuk maju ke area itu dan berfoto .,positif,lokasi,lokasi,2,1,cukup menantang untuk maju area berfoto,cukup tantang untuk maju area foto
911,itu dibangun diatas kayu2 dari atas tanah setinggi 5 meter mungkin ya.,netral,serbaneka,serbaneka,4,0,dibangun diatas kayu kayu dari atas tanah setinggi meter mungkin,bangun atas kayu kayu dari atas tanah setinggi meter mungkin
912,"Tapi kalo berani melangkah, anda akan mendapatkan foto yg fantastic loh.",positif,serbaneka,serbaneka,4,1,tapi kalau berani melangkah anda akan mendapatkan foto yang fantastis,tapi kalau berani lang anda akan dapat foto yang fantastis
913,Ini salah satu tempat wisata yang cukup unik dan fenomenal.,positif,serbaneka,serbaneka,4,1,salah satu tempat wisata yang cukup unik fenomenal,salah satu tempat wisata yang cukup unik fenomenal
914,Letaknya juga tidak terlalu jauh dari pusat kota jogjakarta.,positif,lokasi,lokasi,2,1,letaknya juga tidak_terlalu jauh dari pusat kota jogjakarta,letak juga tidak terlalu jauh dari pusat kota jogjakarta
915,"Selain hutan pinus, ada banyak pula spot foto yang instagramable di hutan ini.",positif,lokasi,lokasi,2,1,selain hutan pinus banyak pula titik foto yang instagramable hutan,selain hutan pinus banyak pula titik foto yang instagramable hutan
916,"Menurut saya, waktu yang paling tepat untuk mengunjungi tempat ini adalah pada saat malam hari.",positif,suasana,suasana,3,1,menurut saya waktu yang paling tepat untuk mengunjungi tempat adalah pada saat malam hari,turut saya waktu yang paling tepat untuk unjung tempat adalah pada saat malam hari
917,"Dari tempat ini, kerlap kerlip lampu di kota Jogja akan terlihat.",netral,lokasi,lokasi,2,0,dari tempat kerlap kerlip lampu kota jogja akan terlihat,dari tempat kerlap kerlip lampu kota jogja akan lihat
918,"Untuk musim, saya lebih menyarankan untuk berkunjung pada saat musim kemarau saja, karena pada saat musim hujan tanah di hutan pinus pengger ini akan sedikit becek dan berair.",netral,lokasi,lokasi,2,0,untuk musim saya lebih menyarankan untuk berkunjung pada saat musim kemarau saja karena pada saat musim hujan tanah hutan pinus pengger akan sedikit becek berair,untuk musim saya lebih saran untuk kunjung pada saat musim kemarau saja karena pada saat musim hujan tanah hutan pinus pengger akan sedikit becek air
919,Dari hutan pinus pengger ini juga akan ditemukan tempat-tempat wisata yang cukup berdekatan dan mudah dijangkau,positif,lokasi,lokasi,2,1,dari hutan pinus pengger juga akan ditemukan tempat tempat wisata yang cukup berdekatan mudah dijangkau,dari hutan pinus pengger juga akan temu tempat tempat wisata yang cukup dekat mudah jangkau
920,HUtan PInus selalu menyejukkan dan menyenangkan untuk dikunjungi.,positif,suasana,suasana,3,1,hutan pinus selalu menyejukkan menyenangkan untuk dikunjungi,hutan pinus selalu sejuk senang untuk kunjung
921,semoga selalu terjaga dan lestari.,positif,serbaneka,serbaneka,4,1,semoga selalu terjaga lestari,moga selalu jaga lestari
922,Dan kesadaran membuang sampah pada tempatnya harus lebih dipatuhi agar alam tidak tercemar,netral,serbaneka,serbaneka,4,0,kesadaran membuang sampah pada tempatnya harus lebih dipatuhi agar alam tidak_tercemar,sadar buang sampah pada tempat harus lebih patuh agar alam tidak cemar
923,Keindahan alam jogja tak pernah habis oleh waktu.,positif,serbaneka,serbaneka,4,1,keindahan alam jogja tidak_pernah habis oleh waktu,indah alam jogja tidak pernah habis oleh waktu
924,Kami dimanjakan dengan keindahan alamnya.,positif,serbaneka,serbaneka,4,1,kami dimanjakan dengan keindahan alamnya,kami manja dengan indah alam
925,Kesini untuk menanti sang Mentari meredup dan membebaskan diri dari rutinitas adalah sebuah kenikmatan.,positif,suasana,suasana,3,1,kesini untuk menanti sang mentari meredup membebaskan diri dari rutinitas adalah sebuah kenikmatan,kesini untuk nanti sang mentari redup bebas diri dari rutinitas adalah buah nikmat
926,"Habis dari Pacitan, mampir ke Pinus Pengger di Bantul.",netral,serbaneka,serbaneka,4,0,habis dari pacitan mampir pinus pengger bantul,habis dari pacitan mampir pinus pengger bantul
927,"Tempatnya banyak pohon-pohon pinus, naik ke bukit melihat kota Yogyakarta sangat indah",positif,lokasi,lokasi,2,1,tempatnya banyak pohon pohon pinus naik bukit melihat kota yogyakarta sangat indah,tempat banyak pohon pohon pinus naik bukit lihat kota yogyakarta sangat indah
928,cuacanya tidak begitu kurang sahabat.,negatif,serbaneka,serbaneka,4,2,cuacanya tidak_begitu kurang_sahabat,cuaca tidak begitu kurang sahabat
929,Sarannya bila ingin foto-foto yang menarik dengan waktu sore dan malam hari.,netral,suasana,suasana,3,0,sarannya bila ingin foto foto yang menarik dengan waktu sore malam hari,saran bila ingin foto foto yang tarik dengan waktu sore malam hari
930,Wow disini spot baru yang lagi hits dan ternyata tempatnya keren.,positif,lokasi,lokasi,2,1,disini titik baru yang lagi hits ternyata tempatnya keren,sini titik baru yang lagi hits nyata tempat keren
931,"Lagi lagi ini salah Satu tempat wisata di kawasan gunung kidul yg hemat, adem, hutan pinusnya bener2 memanjakan wisatawan.",positif,lokasi,lokasi,2,1,lagi lagi salah satu tempat wisata kawasan gunung kidul yang hemat adem hutan pinusnya benar benar memanjakan wisatawan,lagi lagi salah satu tempat wisata kawasan gunung kidul yang hemat adem hutan pinus benar benar manja wisatawan
932,"Masuk kesini cukup bayar parkir aja tanpa Ada embel2 lain, atau kalau bersedia berikan sumbangan sukarela untuk pengembangan objek wisata Alam ini.",netral,serbaneka,serbaneka,4,0,masuk kesini cukup bayar parkir saja tanpa embel embel lain atau kalau bersedia berikan sumbangan sukarela untuk pengembangan objek wisata alam,masuk kesini cukup bayar parkir saja tanpa embel embel lain atau kalau sedia ikan sumbang sukarela untuk kembang objek wisata alam
933,Ada 6 spot yang bisa digunakan untuk foto2.,positif,lokasi,lokasi,2,1,titik yang bisa digunakan untuk foto,titik yang bisa guna untuk foto
934,Very recommended buat yang suka berburu sunset dan kalau malam tempat wisata ini semakin indah.,positif,suasana,suasana,3,1,sangat disarankan buat yang suka berburu matahari tenggelam kalau malam tempat wisata semakin indah,sangat saran buat yang suka buru matahari tenggelam kalau malam tempat wisata makin indah
